ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
Isaac_Newton,Where is there a Newton statue on display?,Oxford University Museum of Natural History ,medium,medium,data/set4/a1
Isaac_Newton,Where was Isaac Newton buried?,Westminster Abbey,hard,medium,data/set4/a1
Isaac_Newton,What religion did Isaac Newton follow?,he never made a public declaration of his private faith,hard,too hard,data/set4/a1
Isaac_Newton,What food gave Isaac Newton clues to his theory of gravity?,apple,hard,hard,data/set4/a1
Jakarta,Is the Wisma building the tallest building in Indonesia?,yes,easy,medium,data/set3/a5
Jakarta,is there a chinese community in jakarta?,yes,easy,medium,data/set3/a5
Jakarta,Is Jakarta the 12th largest city in the world?,yes,easy,medium,data/set3/a5
Jakarta,What is the capital of Indonesia?,Jakarta,medium,easy,data/set3/a5
Jakarta,What is the official name of Jakarta?,Daerah Khusus Ibukota Jakarta,medium,easy,data/set3/a5
Jakarta,How is the climate in the city?,Jakarta has a hot and humid equatorial/tropical climate ,medium,medium,data/set3/a5
Jakarta,Where does the name of the city Jakarta come from?,"The name Jakarta is derived from the Sanskrit word ""Jayakarta.""",hard,medium,data/set3/a5
Jakarta,How is the city's governor chosen?,election,hard,hard,data/set3/a5
Jakarta,Why does Jakarta suffer frequent flooding?,Because it is located approximately eight meters above the sea level,hard,hard,data/set3/a5
Jakarta,Is the the biggest university in Jakarta the University of Indonesia,yes,easy,easy,data/set3/a5
Jakarta,Is Jakarta a city,yes,easy,easy,data/set3/a5
Jakarta,Is the most important river the Ciliwung River,yes,easy,easy,data/set3/a5
Jakarta,Where is Jakarta located,northwest coast of Java,medium,medium,data/set3/a5
Jakarta,Who created Monas Park,General Herman Willem Deandels,medium,medium,data/set3/a5
Jakarta,Do mikrolets travel on the main roads?,no,hard,medium,data/set3/a5
Jakarta,What contributes to frequent flooding in Jakarta,"Jakarta lies on a plain eight meters, approximately eight meters above the sea level.",hard,medium,data/set3/a5
Jakarta,Did the economy improve in Jakarta in 2007,yes,hard,hard,data/set3/a5
James_Watt,Is James Watt French?,"No, he was Scottish.",easy,easy,data/set4/a2
James_Watt,Did James Watt improve an engine?,"Yes, his improvements to the Newcomen steam engine were fundamental to the changes brought by the Industrial Revolution.",easy,easy,data/set4/a2
James_Watt,Is there a statue of Watt in the White House?,"No, a colossal statue of Watt by Chantrey was placed in Westminster Abbey, and later was moved to St. Paul's Cathedral.",easy,easy,data/set4/a2
James_Watt,What was James Watt's father's job?,"His father was a shipwright, ship owner and contractor, and served as the town's chief baillie.",medium,hard,data/set4/a2
James_Watt,When did Watt retire?,In 1800.,medium,medium,data/set4/a2
James_Watt,Where is the James Watt Memorial College?,In Greenock.,medium,medium,data/set4/a2
James_Watt,Why is the watt named after Watt?,The watt is named after him for his contributions to the development of the steam engine.,hard,medium,data/set4/a2
James_Watt,Where did Watt attend university?,Watt did not attend school regularly.,hard,too hard,data/set4/a2
James_Watt,What did he invent?,"He invented a new method of measuring distances by telescope, a device for copying letters, improvements in the oil lamp, a steam mangle and a machine for copying sculptures.",hard,medium,data/set4/a2
Korean_language,Is Korean the official language of Korea?,Yes,easy,easy,data/set5/a6
Korean_language,"Is the word ""Korean"" derived from Goryeo?",Yes,easy,easy,data/set5/a6
Korean_language,Are all dialects of Korean similar to each other?,Yes,easy,easy,data/set5/a6
Korean_language,About how many Koreans speakers are there?,78 million,medium,medium,data/set5/a6
Korean_language,"Older English sources used the name ""Korean"" to refer to what?","language, country, and people",medium,medium,data/set5/a6
Korean_language,What is the official language of North Korea?,Korean,medium,medium,data/set5/a6
Korean_language,Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?,English does not have an identical grammatical category,hard,hard,data/set5/a6
Korean_language,Where do the majority of loanwords other than Sino-Korean come from?,modern times,hard,medium,data/set5/a6
Korean_language,How many Korean speakers are there?,There are about 78 million Korean speakers.,easy,easy,data/set5/a6
Korean_language,How many parts of speech does the Korean language contain?,The Korean Language contains nine parts of speech. ,easy,too easy,data/set5/a6
Korean_language,How many verb paradigms are there in Korean?,There are seven verb paradigms or speech levels in Korean.,easy,easy,data/set5/a6
Korean_language,What is the Sino-Korean system of numbers based on?,The Sino-Korean system is nearly entirely based on the Chinese numerals.,medium,easy,data/set5/a6
Korean_language,What is another term for Korean adjectives?,"Adjectives are also known as ""descriptive verbs"" or ""stative verbs"".",medium,medium,data/set5/a6
Korean_language,Is modern Korean written in columns or rows?,It is written in rows.,medium,hard,data/set5/a6
Korean_language,What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?,Sino-Korean makes up 30% of the Korean language.,hard,too hard,data/set5/a6
Korean_language,Do Chinese and Japanese have spaces between words?,"No, Chinese and Japanese do not have spaces between words.",hard,medium,data/set5/a6
Korean_language,From which languages is Korean descended?,"Korean is descended from Old Korean, Middle Korean and Modern Korean.",hard,easy,data/set5/a6
Kuala_Lumpur,Is Kuala Lumpur the capitol of Malaysia? disfluent,Yes,easy,easy,data/set3/a3
Kuala_Lumpur,Is Kuala Lumpur in the Selangor state?,Yes,easy,medium,data/set3/a3
Kuala_Lumpur,What's the population of Kuala lumpur?,1.6 million,easy,easy,data/set3/a3
Kuala_Lumpur,What language do they speak in Kuala Lumpur?,Bahasa Melayu,medium,medium,data/set3/a3
Kuala_Lumpur,"What does the name ""Kuala Lumpur"" mean?","muddy confluence, ""muddy estuary,"" and ""muddy city""",medium,medium,data/set3/a3
Kuala_Lumpur,What airports does Kuala Lumpur have?,Kuala Lumpur International Airport and Subang International Airport,medium,medium,data/set3/a3
Kuala_Lumpur,How long was Kuala Lumpur occupied by the Japanese?,42 months,hard,hard,data/set3/a3
Kuala_Lumpur,How many seasons does Kuala Lumpur experience?,1,hard,too hard,data/set3/a3
Kuala_Lumpur,When were the colonial buildings in Kuala Lumpur constructed?,toward the end of the 19th and early 20th centuries,hard,medium,data/set3/a3
Kuala_Lumpur,Is it a host city for the Formula One World Championship?,Yes,easy,medium,data/set3/a3
Kuala_Lumpur,is the central market located in the proximity of the pertama complex?,No,easy,easy,data/set3/a3
Kuala_Lumpur,is it home to the parliament of malaysia?,Yes,easy,medium,data/set3/a3
Kuala_Lumpur,when did kuala lumpur become a federal territory of malaysia?,1-Feb-74,medium,medium,data/set3/a3
Kuala_Lumpur,What is the city's population?,1.6 million,medium,medium,data/set3/a3
Kuala_Lumpur,What is the official religion in the country?,Islam,medium,medium,data/set3/a3
Kuala_Lumpur,Is there a more industrialized region in malaysia?,No,hard,medium,data/set3/a3
Kuala_Lumpur,"after the 2008 elections, what party had the most parliament seats?",DAP,hard,hard,data/set3/a3
Kuala_Lumpur,what is the name of the event that draws the worlds top riders to malaysia?,KL Grand Prix CSI 5*,hard,hard,data/set3/a3
Lobster,Are lobsters invertebrates?,Yes,easy,easy,data/set1/a5
Lobster,Are lobsters kosher?,No,easy,easy,data/set1/a5
Lobster,Do lobsters have blue blood?,yes,easy,easy,data/set1/a5
Lobster,How many legs do lobsters have?,10,medium,medium,data/set1/a5
Lobster,Where are lobsters found?,In all oceans.,medium,medium,data/set1/a5
Lobster,What is the mean level of mercury in American lobsters?,0.31 ppm,medium,medium,data/set1/a5
Lobster,Do lobsters feel pain?,yes.,hard,medium,data/set1/a5
Lobster,Did the Moche people worship lobsters?,yes.,hard,hard,data/set1/a5
Lobster,What is the caridoid escape reaction?,Swimming backwards quickly by curling and uncurling their abdomen.,hard,hard,data/set1/a5
Lyre,Were the recitations of the Ancient Greeks accompanied by lyre playing?,Yes,easy,easy,data/set2/a10
Lyre,Does a classical lyre have a hollow body?,Yes,easy,easy,data/set2/a10
Lyre,Is the lyre a stringed musical instrument?,Yes,easy,easy,data/set2/a10
Lyre,Which constellation is said to resemble a lyre shape?,Lyra,medium,medium,data/set2/a10
Lyre,How many raised arms are extending from the sound-chest of a classical lyre?,Two,medium,medium,data/set2/a10
Lyre,What were the strings of a classical lyre made of?,Gut,medium,hard,data/set2/a10
Lyre,Is the foot pedal framework for a piano called a lyre?,Yes,hard,medium,data/set2/a10
Lyre,Where was the deepest note of the classical lyre in relation to the player's body?,It was farthest from the player's body.,hard,medium,data/set2/a10
Lyre,Does a standard piano have fewer strings than a harp?,No,hard,hard,data/set2/a10
Malay_language,Is Malay the official language of Iraq?,No,easy,hard,data/set5/a2
Malay_language,Could Malay have originated from Sumatra island?,Yes.,easy,hard,data/set5/a2
Malay_language,Is Malay an agglutinative language?,Yes,easy,easy,data/set5/a2
Malay_language,What family is Malay a member of?,Austronesian family,medium,medium,data/set5/a2
Malay_language,What is the basic word order in Malay?,Subject Verb Object,medium,medium,data/set5/a2
Malay_language,What languages has Malay borrowed words from?,"Sanskrit, Arabic and English",medium,medium,data/set5/a2
Malay_language,Are there many words in Malay that use natural gender?,No,hard,hard,data/set5/a2
Malay_language,How are new words formed in Malay?,three methods.,hard,too hard,data/set5/a2
Malay_language,Is Malay in the Austronesian family of languages?,Yes,easy,easy,data/set5/a2
Malay_language,Is there one negation word in Malay?,No,easy,easy,data/set5/a2
Malay_language,How many parts of speech are there in Malay?,Four,medium,easy,data/set5/a2
Malay_language,What is the national language in Malaysia?,Malay ,medium,easy,data/set5/a2
Malay_language,Do linguists consider Malay to be a single language?,No,hard,hard,data/set5/a2
Malay_language,Can speakers of modern Malay understand Old Malay?,No,hard,hard,data/set5/a2
Malay_language,What language besides Malay is in the Austronesia language family?,Malagasy,hard,medium,data/set5/a2
Melbourne,Is Melbourne the capital and most populous city in the state of Victoria?,Yes,easy,easy,data/set3/a2
Melbourne,Is Melbourne home to Australia's busiest seaport?,Yes,easy,easy,data/set3/a2
Melbourne,Does Melbourne have a large international student community?,Yes,easy,easy,data/set3/a2
Melbourne,What is a resident of Melbourne known as?,Melburnian,medium,medium,data/set3/a2
Melbourne,When was Melbourne officially declared as a city?,1847,medium,medium,data/set3/a2
Melbourne,How many sister cities does the City of Melbourne have?,six,medium,medium,data/set3/a2
Melbourne,Where is Melbourne situated?,boundary of the very hot inland areas and the cold southern ocean,hard,too hard,data/set3/a2
Melbourne,How many domestic tourists visit Melbourne?,7.6 million domestic visitors,hard,medium,data/set3/a2
Melbourne,What religion holds majority in Melbourne?,Christian,hard,hard,data/set3/a2
Michael_Faraday,Did Albert Einstein keep a photograph of Faraday on his study wall?,"Yes, Albert Einstein kept a photograph of Faraday on his study wall.",easy,easy,data/set4/a7
Michael_Faraday,Did Faraday marry Sarah Barnard?,"Yes, Faraday married Sarah Barnard.",easy,easy,data/set4/a7
Michael_Faraday,Did Faraday also discover the laws of electrolysis?,"Yes, Faraday also discovered the laws of  electrolysis.",easy,easy,data/set4/a7
Michael_Faraday,Who discovered benzene?,Michael Faraday discovered benzene.,medium,medium,data/set4/a7
Michael_Faraday,Where was Michael Faraday born?,Michael Faraday was born in Newington Butts.,medium,medium,data/set4/a7
Michael_Faraday,What is the Faraday effect?,The Faraday effect is the phenomenon that the plane of polarisation of linearly polarised light can be rotated by the application of an external magnetic field aligned in the direction the light is moving.,medium,too hard,data/set4/a7
Michael_Faraday,Did Faraday discover diamagnetism?,"Yes, Faraday discovered diamagnetism.",hard,hard,data/set4/a7
Michael_Faraday,How many siblings did Faraday have?,Faraday had three siblings.,hard,hard,data/set4/a7
Michael_Faraday,Where is Michael Faraday buried?,Michael Faraday is buried in the dissenters' section of Highgate Cemetery.,hard,hard,data/set4/a7
Michael_Faraday,Is faraday best known for his work with kinematics?,No,easy,easy,data/set4/a7
Michael_Faraday,was he active in the area now called environmental science?,Yes,easy,easy,data/set4/a7
Michael_Faraday,did he discover benzene?,Yes,easy,easy,data/set4/a7
Michael_Faraday,who was his mentor?,John 'Mad Jack' Fuller,medium,medium,data/set4/a7
Michael_Faraday,Who was Faraday's wife?,Sarah Barnard,medium,hard,data/set4/a7
Michael_Faraday,did he advise the british government on the production of chemical weapons for use in the crimean war?,No,hard,hard,data/set4/a7
Michael_Faraday,did faraday have strong maritime interests?,Yes,hard,easy,data/set4/a7
Michael_Faraday,does the charge reside on the interior of a charged conductor?,No,hard,easy,data/set4/a7
Montreal,Is English the language most often spoken in Montreal?,The language most spoken at home in the city is French.,easy,easy,data/set3/a7
Montreal,Is Montreal's economy the third largest of all cities in Canada?,"No, Montreal's economy is the second largest of all cities in Canada.",easy,medium,data/set3/a7
Montreal,Is the most popular sport in Montreal ice hockey?,"yes, The most popular sport in Montreal is ice hockey.",easy,easy,data/set3/a7
Montreal,How many international airports does Montreal have?,Montreal has two international airports.,medium,easy,data/set3/a7
Montreal,Who is the Mayor of Montreal?,The mayor is Gérald Tremblay.,medium,easy,data/set3/a7
Montreal,What is the name of the largest church in Montreal?,The largest church in Montreal is named Saint Joseph's Oratory.,medium,hard,data/set3/a7
Montreal,Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?,The Sud-Ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century. ,hard,easy,data/set3/a7
Montreal,Does Montreal contain the largest church in Canada?,Yes,hard,hard,data/set3/a7
Montreal,What is the largest primarily French-speaking city in the western world?,Paris is the largest primarily French-speaking city in the western world.,hard,hard,data/set3/a7
Nairobi,Is Nairobi the capital of Kenya?,Yes,easy,easy,data/set3/a9
Nairobi,Was Nairobi founded in 1899?,Yes,easy,easy,data/set3/a9
Nairobi,Is the current estimated population of Nairobi about 6 milion?,No,easy,easy,data/set3/a9
Nairobi,What is the current estimated population of Nairobi?,About 3 million,medium,medium,data/set3/a9
Nairobi,In what year was Nairobi founded?,1899,medium,medium,data/set3/a9
Nairobi,Which embassy in Nairobi was bombed in August 1998?,The United States Embassy,medium,medium,data/set3/a9
Nairobi,How many civilians died in the 1998 U.S. embassy bombing?,Over two hundred,hard,hard,data/set3/a9
Nairobi,How many trades can the NSE make per day?,10 million trades,hard,medium,data/set3/a9
Nairobi,About how many people are estimated to live in Nairobi?,3 million,hard,hard,data/set3/a9
Nikola_Tesla,Did Nikola Tesla die alone?,Nikola Tesla died alone.,easy,easy,data/set4/a3
Nikola_Tesla,Was Nikola Tesla close friends with Mark Twain?,Nikola Tesla was close friends with Mark Twain.,easy,medium,data/set4/a3
Nikola_Tesla,Did Nikola Tesla use a technique called picture thinking?,Nikola Tesla used a technique called picture thinking.,easy,easy,data/set4/a3
Nikola_Tesla,When did Nikola Tesla appear on the cover of Time Magazine?,"On Tesla's 75th birthday in 1931, Time magazine put him on its cover.",medium,hard,data/set4/a3
Nikola_Tesla,Who became adversaries with Nikola Tesla?,Nikola Tesla became adversaries with Edison.,medium,easy,data/set4/a3
Nikola_Tesla,Where did Nikola Tesla move to in 1880?,"In 1880, Nikola Tesla moved to Budapest.",medium,easy,data/set4/a3
Nikola_Tesla,Was Nikola Tesla's mother illiterate?,Nikola Tesla's mother never learned to read.,hard,hard,data/set4/a3
Nikola_Tesla,How many siblings did Nikola Tesla have?,Nikola Tesla had four siblings.,hard,hard,data/set4/a3
Nikola_Tesla,Was Nikola Tesla a vegetarian?, In his later years Tesla became a vegetarian.,hard,easy,data/set4/a3
Nikola_Tesla,"Is there a monument to Tesla at Niagara Falls, New York?",Yes,easy,easy,data/set4/a3
Nikola_Tesla,Was Tesla an American citizen?,Yes,easy,easy,data/set4/a3
Nikola_Tesla,Was Tesla on the cover of Time magazine?,Yes,easy,hard,data/set4/a3
Nikola_Tesla,Where did Tesla study electrical engineering?,The Austrian Polytechnic in Graz,medium,medium,data/set4/a3
Nikola_Tesla,When did Tesla receive his last patent?,1928,medium,medium,data/set4/a3
Nikola_Tesla,What languages did Tesla speak?,"Serbian, Czech, English, French, German, Hungarian, Italian, and Latin",medium,medium,data/set4/a3
Nikola_Tesla,Did Tesla win the Nobel Prize?,No,hard,hard,data/set4/a3
Nikola_Tesla,Was Tesla rich at the time of his death?,No,hard,hard,data/set4/a3
Nikola_Tesla,What music group was named after Tesla?,Tesla,hard,hard,data/set4/a3
Octopus,Is the octopus a cephalopod?,"Yes, the octopus is a cephalopod.",easy,easy,data/set1/a10
Octopus,Does the octopus have two eyes?,"Yes, the octopus has two eyes.",easy,easy,data/set1/a10
Octopus,Does the octopus have a hard beak?,"Yes, the octopus has a hard beak.",easy,easy,data/set1/a10
Octopus,Where is the mouth of an octopus?,The mouth of an octopus is at the center point of the arms.,medium,medium,data/set1/a10
Octopus,Around how many recognized octopus species are there?,There are around 300 recognized octopus species.,medium,medium,data/set1/a10
Octopus,How many arms does an octopus have?,An octopus has four pairs of arms.,medium,medium,data/set1/a10
Octopus,What is the range of lifespans of the octopus?,Octopuses can live from six months to five years.,hard,hard,data/set1/a10
Octopus,What is an example of something an octopus learned in a research experiment?,"In research experiments, octopus can be trained to distinguish between different shapes and patterns.",hard,hard,data/set1/a10
Octopus,How can an octopus defend against predators?,"To defend against predators, an octopus can hide, flee quickly, expel ink, or use color-changing camouflage.",hard,medium,data/set1/a10
Piano,Are pianos used in Western music?,Yes.,easy,easy,data/set2/a1
Piano,"Are ""upright pianos"" called ""vertical pianos""?",Yes.,easy,medium,data/set2/a1
Piano,Did Bartolomeo Cristofori invent the modern piano?,Yes.,easy,medium,data/set2/a1
Piano,What is the middle pedal called on grand pianos?,the sostenuto pedal.,medium,medium,data/set2/a1
Piano,How many black keys do modern pianos have?,36,medium,hard,data/set2/a1
Piano,What is the sustain pedal called?,The pedal,medium,medium,data/set2/a1
Piano,Where is Irving Berlin's piano located?,In the Smithsonian Museum.,hard,hard,data/set2/a1
Piano,What kind of piano did Irving Berlin play?,The transposing piano.,hard,medium,data/set2/a1
Piano,Is the left-most pedal on a grand piano called the una corda?,yes,easy,easy,data/set2/a1
Piano,Is it advantageous for a grand piano's metal plate to be quite massive?,yes,easy,easy,data/set2/a1
Piano,Is the mechanism in an upright piano perpendicular to its keys?,yes,easy,easy,data/set2/a1
Piano,About how tall is a typical studio piano?,Studio pianos are around 42 to 45 inches tall.,medium,easy,data/set2/a1
Piano,What are a piano's keys generally made of?,Piano keys are generally made of spruce or basswood.,medium,easy,data/set2/a1
Piano,How many total keys does a typical modern piano have?,88 keys.,medium,medium,data/set2/a1
Piano,Why are upright pianos more compact?,Upright pianos are more compact because the frame and strings are vertical.,hard,easy,data/set2/a1
Piano,Do older pianos have more keys than modern pianos?,no.,hard,hard,data/set2/a1
Piano,What are the names of a piano's pedals?,"Piano pedals from left to right: una corda, sostenuto, and damper.",hard,medium,data/set2/a1
Portuguese_language,Is Portuguese an official language of Andorra?,No,easy,medium,data/set5/a1
Portuguese_language,Does the Portuguese language have its roots in the Latin language?,Yes,easy,medium,data/set5/a1
Portuguese_language,Does Portuguese contain words from the Arabic language?,Yes,easy,easy,data/set5/a1
Portuguese_language,Where are there small Portuguese-speaking communities?,Former overseas colonies of Portugal such as Macau and East Timor ,medium,medium,data/set5/a1
Portuguese_language,What are the two main groups of Portuguese dialects?,Those of Brazil and those of the Old World,medium,medium,data/set5/a1
Portuguese_language,What event marked the end of the Old Portuguese period?,The publication of the Cancioneiro Geral by Garcia de Resende in 1516,medium,medium,data/set5/a1
Portuguese_language,Which government established Portuguese as it's third official language in order to meet the requirements to apply for full membership in the CPLP?,Equatorial Guinea,hard,medium,data/set5/a1
Portuguese_language,"By 2050, what will the total population of Portuguese speakers in the world be?",335 million people,hard,hard,data/set5/a1
Portuguese_language,In which country is Portuguese the co-official language with Cantonese Chinese?,Macau,hard,medium,data/set5/a1
Saint_Petersburg,Is the city named after the apostle Saint Peter?,yes,easy,easy,data/set3/a10
Saint_Petersburg,Has the terrain in the city been artificially raised?,yes,easy,easy,data/set3/a10
Saint_Petersburg,What were some other names of the city?,"Petrograd, Leningrad, and Piter",medium,hard,data/set3/a10
Saint_Petersburg,What festival features fireworks  celebrating the end of the school year?,The White Nights Festival in Saint Petersburg,medium,hard,data/set3/a10
Saint_Petersburg,Where do most people in urban Saint Petersburg live?,apartments,medium,medium,data/set3/a10
Saint_Petersburg,What was made in Russia's largest foundry?,thousands of sculptures and statues,hard,medium,data/set3/a10
Saint_Petersburg,When did the crime level become higher?,After the October revolution.,hard,easy,data/set3/a10
Saint_Petersburg,How to travel to work from the city to Moscow?,railway,hard,too hard,data/set3/a10
San_Francisco,Is the standard of living in San Franciscio high?,"Yes, San Francisco is characterized by a high standard of living.",easy,easy,data/set3/a8
San_Francisco,Does San Francisco have a high percentage of gay and lesbian individuals?,"Yes, according to the 2005 American Community Survey, San Francisco has the highest percentage of gay and lesbian individuals of any of the 50 largest U.S. cities, at 15.4%.",easy,easy,data/set3/a8
San_Francisco,Is San Franscico a popular tourist destination?,Yes. San Francisco is a popular international tourist destination.,easy,easy,data/set3/a8
San_Francisco,How large is the population of San Francisco?,"The estimated population of San Francisco in the year 2008 was 808,976.",medium,medium,data/set3/a8
San_Francisco,How many state parks are in San Francisco?,There is only one park managed by the California State Park system: Candlestick Point.,medium,hard,data/set3/a8
San_Francisco,Where is San Francisco?,San Francisco is located on the West Coast of the United States at the tip of the San Francisco Peninsula.,medium,medium,data/set3/a8
San_Francisco,What is the cause of local earthquakes?,It was the San Andreas Fault which slipped and caused the earthquakes in 1906 and 1989.,hard,medium,data/set3/a8
San_Francisco,Are more residents employed by small businesses than in 1977?,"The number of San Franciscans employed by firms of more than 1,000 employees has fallen by half since 1977.",hard,too hard,data/set3/a8
San_Francisco,How does poverty in San Francisco compare to the nation-wide average?,"The city's poverty rate is 11.8% and the number of families in poverty stands at 7.4%, both lower than the national average.",hard,hard,data/set3/a8
San_Francisco,Was Mission Bay campus opened in 2003,yes,easy,easy,data/set3/a8
San_Francisco,Was the University of San Fransisco founded in 1855,yes,easy,easy,data/set3/a8
San_Francisco,Is Golden Gate Park the largest city park,yes,easy,medium,data/set3/a8
San_Francisco,What is Northern California's most widely circulated newspaper,San Francisco Chronicle,medium,medium,data/set3/a8
San_Francisco,What makes San Francisco among the top-ten North American destinations for conventions and conferences,San Francisco has a large hotel infrastructure and a world-class convention facility in the Moscone Center,medium,medium,data/set3/a8
San_Francisco,Who manages Candlestick point,California State Park system,medium,medium,data/set3/a8
San_Francisco,Is Crissy field an airfield,Yes,hard,easy,data/set3/a8
San_Francisco,Does the de Young museum house the Asian Art Museum,yes,hard,easy,data/set3/a8
San_Francisco,What prompted the city to upgrade its building codes,earthquakes,hard,hard,data/set3/a8
Swahili_language,Does Swahili have dipthongs?,"Yes, Swahili has diphthongs. (Typo)",easy,easy,data/set5/a4
Swahili_language,Is Swahili a Bantu language?,"Yes, Swahili is a Bantu language.",easy,easy,data/set5/a4
Swahili_language,Did Uganda make Swahili a required subject in primary schools?,"Yes, Uganda made Swahili a required subject in primary schools.",easy,easy,data/set5/a4
Swahili_language,What is the Swahili word for the Swahili language?,Kiswahili is the Swahili word for the Swahili language.,medium,medium,data/set5/a4
Swahili_language,Is Swahili spoken in Mozambique?,"Yes, Swahili is spoken in parts of northern Mozambique.",medium,hard,data/set5/a4
Swahili_language,How does Swahili time run?,Swahili time runs from dawn to dusk.,medium,medium,data/set5/a4
Swahili_language,How many noun classes does Swahili have?,Swahili has sixteen noun classes.,hard,hard,data/set5/a4
Swahili_language,In what year did Germany seize Tanganyika?,Germany seized Tanganyika in 1886.,hard,medium,data/set5/a4
Swahili_language,Which is the sub-Saharan indigenous language with the greatest number of speakers?,Hausa of West Africa is the sub-Saharan indigenous language with the greatest number of speakers.,hard,hard,data/set5/a4
Swedish_language,Is Swedish a descendant of Old Norse?,Yes.,easy,easy,data/set5/a9
Swedish_language,Does Swedish use the perfect participle to form the present perfect tense?,No.,easy,easy,data/set5/a9
Swedish_language,How many Swedish speakers were reported in Canada in 2001?,"16,915.00",medium,medium,data/set5/a9
Swedish_language,How many letters are in the basic Latin alphabet?,26,medium,medium,data/set5/a9
Swedish_language,When did a standard and common language become available to all Swedes?,In the 20th Century.,medium,hard,data/set5/a9
Swedish_language,When did the Soviet military forces occupy Estonia?,1944,hard,medium,data/set5/a9
Swedish_language,What are the differences between English and Swedish pronouns?,"Swedish pronouns are basically the same as those of English but distinguish two genders and have an additional object form, derived from the old dative form, as well as a distinct genitive case.",hard,hard,data/set5/a9
Swedish_language,How does Swedish language counterbalance the absence of cases?,The lack of cases in Swedish is compensated by a wide variety of prepositions.,hard,hard,data/set5/a9
Taipei,Is Taipei in a valley?,Taipei is in the valleys of the Keelung and Xindian Rivers,easy,medium,data/set3/a6
Taipei,Was Taipei founded in the 18th century?,Yes,easy,easy,data/set3/a6
Taipei,Is the National Palace Museum in Taipei?,Yes,easy,easy,data/set3/a6
Taipei,What is along the city's western border?,The Danshui River borders Taipei to the west.,medium,medium,data/set3/a6
Taipei,What is Taipei 101?,Taipei 101 is a 101-floor landmark skyscraper.,medium,medium,data/set3/a6
Taipei,What are some annual festivals in Taipei?,"The Lantern Festival, Tomb-Sweeping Day, Dragon Boat Festival, and the Mid-Autumn Festival",medium,medium,data/set3/a6
Taipei,When is the Pacific typhoon season?,Between June and October.,hard,medium,data/set3/a6
Taipei,Who sets up shrines?,Many homes and business set up shrines.,hard,medium,data/set3/a6
Taipei,What does Taipei produce?,Taipei produces high technology and hi-tech components,hard,medium,data/set3/a6
Trumpet,Is the trumpet the musical instrument with the highest register in the brass family?,Yes,easy,easy,data/set2/a3
Trumpet,Is a trumpet played by blowing air through closed lips?,Yes,easy,easy,data/set2/a3
Trumpet,Is the most common type of trumpet the B trumpet?,Yes,easy,easy,data/set2/a3
Trumpet,What is the earliest date of the trumpet?,1500 BC,medium,medium,data/set2/a3
Trumpet,What is a trumpet constructed of?,brass tubing,medium,medium,data/set2/a3
Trumpet,What are the smallest trumpets referred to as?,Piccolo trumpets,medium,medium,data/set2/a3
Trumpet,"Why do trumpets have a bright, loud sound?",The trumpet and trombone share a roughly cylindrical bore.,hard,hard,data/set2/a3
Trumpet,Why does the cornet have a slightly mellower tone than the trumpet?,The cornet and flugelhorn have conical bores,hard,hard,data/set2/a3
Trumpet,What makes a trumpet fully chromatic?,able to play all twelve pitches of Western music,hard,easy,data/set2/a3
Trumpet,Were trumpet players heavily guarded?,yes,easy,easy,data/set2/a3
Trumpet,Are pocket trumpets compact B trumpets?,yes,easy,easy,data/set2/a3
Trumpet,Was Dizzy Gillespie a famous trumpeter in 1998?,no,easy,easy,data/set2/a3
Trumpet,What shape is a trumpet bent into?,oblong,medium,medium,data/set2/a3
Trumpet,What trumpet was the first to be allowed in the Christian Church?,slide trumpets,medium,medium,data/set2/a3
Trumpet,The trumpet can be confused with what close relative?,the cornet,medium,medium,data/set2/a3
Trumpet,What can be augmented with a fourth valve?,the flugelhorn,hard,hard,data/set2/a3
Trumpet,What was Maynard Ferguson noted for being able to play accurately?,yes,hard,easy,data/set2/a3
Trumpet,What was built to play in both B and A keys?,piccolo trumpets,hard,medium,data/set2/a3
Turkish_language,Was the Ottoman script replaced with a variant of the Latin alphabet?,Yes.,easy,easy,data/set5/a8
Turkish_language,Is there a definite article in Turkish language?,No.,easy,easy,data/set5/a8
Turkish_language,Is it possible to alter the word order to stress the importance of a certain phrase?,Yes.,easy,easy,data/set5/a8
Turkish_language,What is the official language of Turkey?,Turkish.,medium,hard,data/set5/a8
Turkish_language,When was the Turkish Language Association founded?,In 1928.,medium,hard,data/set5/a8
Turkish_language,What are the most significant foreign contributors to Turkish vocabulary?,"Among the most significant foreign contributors to Turkish vocabulary are Arabic, French, Persian, Italian, English, and Greek. ",medium,medium,data/set5/a8
Turkish_language,Who were the Orkhon inscriptions built for?,For the prince Kul Tigin and his brother Emperor Bilge Khan.,hard,medium,data/set5/a8
Turkish_language,What was one of the results of the introduction of the new Turkish alphabet?,A dramatic increase in literacy from Third World levels.,hard,hard,data/set5/a8
Turkish_language,"Why does Lewis use ""absolute case"" instead of ""nominative""?",Because it is also used for the indefinite accusative.,hard,hard,data/set5/a8
Turkish_language,How many people speak Turkish worldwide?,There are roughly another 10 million native speakers worldwide.,easy,medium,data/set5/a8
